20041111;comdirect bank;13
20041133;comdirect bank;13
20041144;comdirect bank;13
20041155;comdirect bank;13
20050000;HSH Nordbank Hamburg;C5
20050550;Hamburger Sparkasse;00
20060000;DZ BANK;09
20069111;Norderstedter Bank;32
20069125;Kaltenkirchener Bank;33
20069130;Raiffeisenbank;32
20069144;Raiffeisenbank;33
20069177;Raiffeisenbank Südstormarn Mölln;32
20069232;Raiffeisenbank;33
20069625;Volksbank;28
20069641;Raiffeisenbank Owschlag;33
20069659;Volksbank;28
20069780;Volksbank Ahlerstedt;28
20069782;Volksbank Geest;28
20069786;Volksbank Kehdingen;28
20069800;Spar- und Kreditbank;28
20069812;Volksbank Fredenbeck-Oldendorf;28
20069815;Volksbank;28
20069861;Raiffeisenbank;33
20069882;Raiffeisenbank Travemünde;33
20069965;Volksbank Winsener Marsch;28
20069989;Volksbank Wulfsen;28
20070000;Deutsche Bank;63
20070024;Deutsche Bank Privat und Geschäftskunden;63
20080000;Commerzbank vormals Dresdner Bank;76
20080055;Commerzbank vormals Dresdner Bank Zw 55;76
20080057;Commerzbank vormals Dresdner Bank Gf ZW 57;76
20080085;Commerzbank vormals Dresdner Bank Gf PCC DCC-ITGK 2;09
20080086;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 3;09
20080087;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 4;09
20080088;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 5;09
20080089;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 6;09
20080091;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 7;09
20080092;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 8;09
20080093;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 9;09
20080094;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 10;09
20080095;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 11;09
20089200;Commerzbank vormals Dresdner Bank ITGK;09
20090400;Deutsche Genossenschafts-Hypothekenbank;09
20090500;netbank;81
20090602;apoBank;A4
20090700;Edekabank;50
20090745;EBANK Gf Cash;50
20090900;PSD Bank Nord;91
20110022;Postbank (Spar);09
20110401;Eurohypo ehem Deutsche Hypothekenbank Hamburg;09
20110700;Bank of Tokyo-Mitsubishi UFJ, The -;09
20110800;Bank of China Fil Hamburg;09
20120000;Berenberg, Joh. - Gossler & Co;00
20120100;Warburg, M.M.- Bank;58
20120200;BHF-BANK;60
20120400;Deutscher Ring Bausparkasse;09
20120600;Goyer & Göppel;09
20120700;Hanseatic Bank;16
20120701;Hanseatic Bank Zw Nord;16
20120744;Hanseatic Bank Filiale Ost;B9
20120766;Hanseatic Bank Filiale Süd;B9
20130400;GRENKE BANK;00
20130412;GRENKE BANK Asset Backed Securities;00
20130600;Barclaycard Barclays Bank;09
20133300;Santander Consumer Bank;09
20190003;Hamburger Volksbank;10
20190109;Volksbank Stormarn;48
20190206;Volksbank Hamburg Ost-West -alt-;10
20190301;Vierländer Volksbank;10
20190800;MKB Mittelstandskreditbank;28
20210200;Bank Melli Iran;19
20210300;Bank Saderat Iran;09
20220100;DNB Bank ASA - Filiale Deutschland;09
20220400;Warburg, M.M. - Hypothekenbank;09
20230300;Schröder, Otto M. - Bank;09
20230600;Isbank Fil Hamburg;06
20230800;Sutor, Max Heinr;09
20310300;Europäisch-Iranische Handelsbank;06
20310600;The Royal Bank of Scotland, Niederlassung Deutschland;10
20320500;Danske Bank;09
20320585;Danske Bank Zweigniederlassung Hamburg;05
20350000;WestLB Hamburg;08
20690500;Sparda-Bank Hamburg;D5
20730000;UniCredit Bank - HypoVereinsbank (ex VereinWest);68
20730001;UniCredit Bank - HVB Settlement EAC01;09
20730002;UniCredit Bank - HVB Settlement EAC02;09
20730003;UniCredit Bank - HVB Settlement EAC03;09
20730004;UniCredit Bank - HVB Settlement EAC04;09
20730005;UniCredit Bank - HVB Settlement EAC05;09
20730006;UniCredit Bank - HVB Settlement EAC06;09
20730007;UniCredit Bank - HVB Settlement EAC07;09
20730008;UniCredit Bank - HVB Settlement EAC08;09
20730009;UniCredit Bank - HVB Settlement EAC09;09
20730010;UniCredit Bank - HVB Settlement EAC10;09
20730011;UniCredit Bank - HVB Settlement EAC11;09
20730012;UniCredit Bank - HVB Settlement EAC12;09
20730013;UniCredit Bank - HVB Settlement EAC13;09
20730014;UniCredit Bank - HVB Settlement EAC14;09
20730015;UniCredit Bank - HVB Settlement EAC15;09
20730016;UniCredit Bank - HVB Settlement EAC16;09
20730017;UniCredit Bank - HVB Settlement EAC17;09
20730018;UniCredit Bank - HVB Settlement EAC18;09
20730019;UniCredit Bank - HVB Settlement EAC19;09
20730020;UniCredit Bank - HVB Settlement EAC20;09
20730021;UniCredit Bank - HVB Settlement EAC21;09
20730022;UniCredit Bank - HVB Settlement EAC22;09
20730023;UniCredit Bank - HVB Settlement EAC23;09
20730024;UniCredit Bank - HVB Settlement EAC24;09
20730025;UniCredit Bank - HVB Settlement EAC25;09
20730026;UniCredit Bank - HVB Settlement EAC26;09
20730027;UniCredit Bank - HVB Settlement EAC27;09
20730028;UniCredit Bank - HVB Settlement EAC28;09
20730029;UniCredit Bank - HVB Settlement EAC29;09
20730030;UniCredit Bank - HVB Settlement EAC30;09
20730031;UniCredit Bank - HVB Settlement EAC31;09
20730032;UniCredit Bank - HVB Settlement EAC32;09
20730033;UniCredit Bank - HVB Settlement EAC33;09
20730034;UniCredit Bank - HVB Settlement EAC34;09
20730035;UniCredit Bank - HVB Settlement EAC35;09
20730036;UniCredit Bank - HVB Settlement EAC36;09
20730037;UniCredit Bank - HVB Settlement EAC37;09
20730038;UniCredit Bank - HVB Settlement EAC38;09
20730039;UniCredit Bank - HVB Settlement EAC39;09
20730040;UniCredit Bank - HVB Settlement EAC40;09
20730051;UniCredit Bank - HypoVereinsbank (ex VereinWest);68
20730053;UniCredit Bank - HypoVereinsbank (ex VereinWest);68
20730054;UniCredit Bank - HypoVereinsbank (ex VereinWest);68
20750000;Sparkasse Harburg-Buxtehude;00
21000000;Bundesbank;09
21010111;SEB;13
21020600;Sydbank Filiale Kiel;19
21030000;UniCredit Bank - HypoVereinsbank (ex VereinWest);68
21030092;UniCredit Bank - HypoVereinsbank (ex VereinWest);68
21030093;UniCredit Bank - HypoVereinsbank (ex VereinWest);68
21030094;UniCredit Bank - HypoVereinsbank (ex VereinWest);68
21030095;UniCredit Bank - HypoVereinsbank (ex VereinWest);68
21040010;Commerzbank;13
21042076;Commerzbank;13
21050000;HSH Nordbank Hamburg, Kiel;C5
21050170;Förde Sparkasse;74
21051275;Bordesholmer Sparkasse;A2
21051580;Sparkasse Kreis Plön -alt-;00
21052090;Sparkasse Eckernförde -alt-;00
21060237;Evangelische Darlehnsgenossenschaft;33
21064045;Raiffeisenbank im Kreis Plön -alt-;33
21070020;Deutsche Bank;63
21070024;Deutsche Bank Privat und Geschäftskunden;63
21080050;Commerzbank vormals Dresdner Bank;76
21089201;Commerzbank vormals Dresdner Bank ITGK;09
21090007;Kieler Volksbank;10
21090619;apoBank;A4
21090900;PSD Bank Kiel;91
21092023;Eckernförder Bank Volksbank-Raiffeisenbank;48
21210111;SEB;13
21230085;UniCredit Bank - HypoVereinsbank (ex VereinWest);68
21230086;UniCredit Bank - HypoVereinsbank (ex VereinWest);68
21240040;Commerzbank;13
21241540;Commerzbank;13
21261089;Raiffeisenbank -alt-;33
21261227;Raiffbk Kl-Kummerfeld -alt-;33
21270020;Deutsche Bank;63
21270024;Deutsche Bank Privat und Geschäftskunden;63
21280002;Commerzbank vormals Dresdner Bank;76
21290016;VR Bank Neumünster;48
21340010;Commerzbank;13
21352240;Sparkasse Holstein;A7
21390008;VR Bank Ostholstein Nord-Plön;32
21392218;Volksbank Eutin Raiffeisenbank;33
21430070;UniCredit Bank - HypoVereinsbank (ex VereinWest);68
21440045;Commerzbank;13
21450000;Sparkasse Mittelholstein Rendsburg;C2
21451205;Sparkasse Büdelsdorf -alt-;00
21452030;Sparkasse Hohenwestedt;A2
21461627;Raiffeisenbank Jevenstedt -alt-;33
21463603;Volksbank-Raiffeisenbank im Kreis Rendsburg;32
21464671;Raiffeisenbank;33
21480003;Commerzbank vormals Dresdner Bank;76
21500000;Bundesbank;09
21510600;Sydbank Filiale Flensburg;19
21520100;Union-Bank Flensburg;06
21530080;UniCredit Bank - HypoVereinsbank (ex VereinWest);68
21540060;Commerzbank;13
21550050;Nord-Ostsee Sparkasse;C9
21565316;Raiffeisenbank;33
21566356;Volks- und Raiffeisenbank;33
21567360;Raiffeisenbank Kleinjörl -alt-;33
21570011;Deutsche Bank;63
21570024;Deutsche Bank Privat und Geschäftskunden;63
21580000;Commerzbank vormals Dresdner Bank;76
21630060;UniCredit Bank - HypoVereinsbank (ex VereinWest);68
21630061;UniCredit Bank - HypoVereinsbank (ex VereinWest);68
21630062;UniCredit Bank - HypoVereinsbank (ex VereinWest);68
21630063;UniCredit Bank - HypoVereinsbank (ex VereinWest);68
21650110;Sparkasse Schleswig-Flensburg -alt-;04
21661719;VR Bank Flensburg-Schleswig;32
21690020;Schleswiger Volksbank, Volksbank Raiffeisenbank;32
21700000;Bundesbank eh Husum;09
21730040;UniCredit Bank - HypoVereinsbank (ex VereinWest);68
21730042;UniCredit Bank - HypoVereinsbank (ex VereinWest);68
21730043;UniCredit Bank - HypoVereinsbank (ex VereinWest);68
21730044;UniCredit Bank - HypoVereinsbank (ex VereinWest);68
21730045;UniCredit Bank - HypoVereinsbank (ex VereinWest);68
21730046;UniCredit Bank - HypoVereinsbank (ex VereinWest);68
21740043;Commerzbank;13
21741674;Commerzbank;13
21741825;Commerzbank;13
21750000;Nord-Ostsee Sparkasse;C8
21751230;Spar- und Leihkasse zu Bredstedt;00
21762550;Husumer Volksbank;32
21763542;VR Bank;32
21770011;Deutsche Bank;63
21770024;Deutsche Bank Privat und Geschäftskunden;63
21791805;Sylter Bank;33
21791906;Föhr-Amrumer Bank;32
21830030;UniCredit Bank - HypoVereinsbank (ex VereinWest);68
21830032;UniCredit Bank - HypoVereinsbank (ex VereinWest);68
21830033;UniCredit Bank - HypoVereinsbank (ex VereinWest);68
21830034;UniCredit Bank - HypoVereinsbank (ex VereinWest);68
21830035;UniCredit Bank - HypoVereinsbank (ex VereinWest);68
21840078;Commerzbank;13
21841328;Commerzbank;13
21851720;Alte Marner Sparkasse -alt-;A2
21851830;Verbandssparkasse Meldorf -alt-;A2
21852310;Sparkasse Hennstedt-Wesselburen;A2
21860418;Raiffeisenbank Heide;32
21890022;Dithmarscher Volks- und Raiffeisenbank;32
22130075;UniCredit Bank - HypoVereinsbank (ex VereinWest);68
22140028;Commerzbank;13
22141028;Commerzbank;13
22141428;Commerzbank;13
22141628;Commerzbank;13
22150000;Sparkasse Elmshorn;A2
22151730;Stadtsparkasse Wedel;D6
22163114;Raiffeisenbank Elbmarsch;33
22180000;Commerzbank vormals Dresdner Bank;76
22181400;Commerzbank vormals Dresdner Bank;76
22190030;Volksbank Elmshorn;48
22191405;VR Bank Pinneberg;48
22200000;Bundesbank eh Itzehoe;09
22230020;UniCredit Bank - HypoVereinsbank (ex VereinWest);68
22230022;UniCredit Bank - HypoVereinsbank (ex VereinWest);68
22230023;UniCredit Bank - HypoVereinsbank (ex VereinWest);68
22230025;UniCredit Bank - HypoVereinsbank (ex VereinWest);68
22240073;Commerzbank;13
22250020;Sparkasse Westholstein;A2
22251580;Landsparkasse Schenefeld;A2
22252050;Verbandssparkasse Wilster -alt-;A2
22260136;Raiffeisenbank -alt-;33
22280000;Commerzbank vormals Dresdner Bank;76
22290031;Volksbank Raiffeisenbank Itzehoe;10
23000000;Bundesbank;09
23010111;SEB;13
23030000;UniCredit Bank - HypoVereinsbank (ex VereinWest);68
23040022;Commerzbank;13
23050000;HSH Nordbank Lübeck;C5
23050101;Sparkasse zu Lübeck;00
23051030;Sparkasse Südholstein;A2
23051610;Sparkasse Stormarn -alt-;A7
23052750;Kreissparkasse Herzogtum Lauenburg;A2
23061220;Raiffeisenbank Leezen;32
23062124;Raiffeisenbank;33
23062807;Volks- und Raiffeisenbank Mölln -alt-;33
23063129;Raiffeisenbank;33
23064107;Raiffeisenbank;32
23070700;Deutsche Bank Privat und Geschäftskunden;63
23070710;Deutsche Bank;63
23080040;Commerzbank vormals Dresdner Bank;76
23089201;Commerzbank vormals Dresdner Bank ITGK;09
23090142;Volksbank Lübeck;10
23092502;Volksbank Lauenburg -alt-;10
23092620;apoBank;A4
24000000;Bundesbank eh Lüneburg;09
24030000;UniCredit Bank - HypoVereinsbank (ex VereinWest);68
24040000;Commerzbank;13
24050110;Sparkasse Lüneburg;00
24060300;Volksbank Lüneburger Heide;28
24061392;Volksbank Bleckede-Dahlenburg -alt-;28
24070024;Deutsche Bank Privat und Geschäftskunden;63
24070075;Deutsche Bank;63
24080000;Commerzbank vormals Dresdner Bank;76
24090041;Volksbank Lüneburg -alt-;28
24121000;Ritterschaftliches Kreditinstitut Stade;09
24130000;UniCredit Bank - HypoVereinsbank (ex VereinWest);68
24140041;Commerzbank;13
24150001;Stadtsparkasse Cuxhaven;00
24151005;Sparkasse Stade-Altes Land;00
24151116;Kreissparkasse Stade;00
24151235;Sparkasse Rotenburg-Bremervörde;00
24161594;Zevener Volksbank;28
24162898;Spar- u Darlehnskasse Börde Lamstedt-Hechthausen;28
24180000;Commerzbank vormals Dresdner Bank;76
24180001;Commerzbank vormals Dresdner Bank;76
24191015;Volksbank Stade-Cuxhaven;28
24191255;Volksbank Bremervörde;28
25000000;Bundesbank;09
25010030;Postbank;24
25010111;SEB;13
25010424;Aareal Bank;09
25010600;Deutsche Hypothekenbank;01
25010700;Berlin-Hannoversche Hypothekenbank;09
25010900;Calenberger Kreditverein;28
25020200;BHF-BANK;60
25020600;Santander Consumer Bank;41
25020700;Hanseatic Bank;16
25030000;UniCredit Bank - HypoVereinsbank (ex VereinWest);68
25040060;Commerzbank CC;09
25040061;Commerzbank CC;09
25040066;Commerzbank;13
25050000;Norddeutsche Landesbank Girozentrale;27
25050055;ZVA Norddeutsche Landesbank SH;09
25050180;Sparkasse Hannover;A3
25050299;Sparkasse Hannover -alt-;A3
25055500;LBS-Norddeutsche Landesbausparkasse;26
25060000;DZ BANK;09
25060180;Bankhaus Hallbaum;C3
25060701;Evangelische Kreditgenossenschaft -Filiale Hannover-;32
25069168;Volks- und Raiffeisenbank Leinebergland;28
25069262;Raiffeisen-Volksbank Neustadt;28
25069270;Volksbank Aller-Oker;28
25069370;Volksbank Vechelde-Wendeburg;28
25069384;Volksbank Lehre -alt-;28
25069503;Volksbank Diepholz-Barnstorf;28
25069830;Volksbank Derental -alt-;28
25070024;Deutsche Bank Privat und Geschäftskunden;63
25070066;Deutsche Bank;63
25070070;Deutsche Bank;63
25070077;Deutsche Bank;63
25070084;Deutsche Bank;63
25070086;Deutsche Bank;63
25080020;Commerzbank vormals Dresdner Bank;76
25080085;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 2;09
25089220;Commerzbank vormals Dresdner Bank ITGK;09
25090300;Bank für Schiffahrt (BFS) Fil d Ostfr VB Leer;28
25090500;Sparda-Bank Hannover;81
25090608;apoBank;A4
25090900;PSD Bank;91
25120510;Bank für Sozialwirtschaft;09
25151270;Stadtsparkasse Barsinghausen;00
25151371;Stadtsparkasse Burgdorf;00
25152375;Kreissparkasse Fallingbostel in Walsrode;00
25152490;Stadtsparkasse Wunstorf;00
25161322;Volksbank Burgdorf-Celle -alt-;28
25162563;Volksbank Garbsen -alt-;28
25190001;Hannoversche Volksbank;28
25190101;Lindener Volksbank -alt-;28
25191510;Volksbank -alt-;10
25193331;Volksbank;28
25250001;Kreissparkasse Peine;00
25260010;Volksbank Peine;28
25400000;Bundesbank eh Hameln;09
25410111;SEB;13
25410200;BHW Bausparkasse;09
25410300;BHW Allgemeine Bausparkasse -alt-;09
25430000;UniCredit Bank - HypoVereinsbank (ex VereinWest);68
25440047;Commerzbank;13
25450001;Stadtsparkasse Hameln;00
25450110;Sparkasse Weserbergland;00
25451345;Stadtsparkasse Bad Pyrmont;00
25451450;Sparkasse Weserbergland;00
25451655;Sparkasse Weserbergland;00
25462160;Volksbank Hameln-Stadthagen;28
25462680;Volksbank am Ith;28
25470024;Deutsche Bank Privat und Geschäftskunden;63
25470073;Deutsche Bank;63
25471024;Deutsche Bank Privat und Geschäftskunden;63
25471073;Deutsche Bank;63
25480021;Commerzbank vormals Dresdner Bank;76
25491071;Volksbank Bückeburg-Rinteln ehem VB Rinteln;28
25491273;Volksbank Aerzen;28
25491744;Volksbank Bad Münder;28
25541426;Commerzbank;13
25551480;Sparkasse Schaumburg;00
25562308;Volksbank Nordschaumburg -alt-;28
25562604;Volksbank Kirchhorsten -alt-;28
25591413;Volksbank in Schaumburg;28
25591748;Volksbank Obernkirchen -alt-;28
25621327;Oldenburgische Landesbank AG;61
25641302;Commerzbank;13
25650106;Sparkasse Nienburg;00
25651325;Kreissparkasse Grafschaft Diepholz;00
25662540;Volksbank;28
25663584;Volksbank Grafschaft Hoya;28
25690009;Volksbank Nienburg;28
25691633;Volksbank Sulingen;28
25700000;Bundesbank eh Celle;09
25730000;UniCredit Bank - HypoVereinsbank (ex VereinWest);68
25740061;Commerzbank;13
25750001;Sparkasse Celle;00
25761894;Volksbank Wittingen-Klötze;28
25770024;Deutsche Bank Privat und Geschäftskunden;63
25770069;Deutsche Bank;63
25780022;Commerzbank vormals Dresdner Bank;76
25791516;Volksbank Hankensbüttel-Wahrenholz;28
25791635;Volksbank Südheide;28
25800000;Bundesbank eh Uelzen;09
25840048;Commerzbank;13
25841403;Commerzbank;13
25841708;Commerzbank;13
25850110;Sparkasse Uelzen Lüchow-Dannenberg;00
25851335;Sparkasse Uelzen Lüchow-Dannenberg -alt-;00
25851660;Kreissparkasse Soltau;00
25861395;Volksbank Dannenberg -alt-;28
25861990;Volksbank Clenze-Hitzacker;28
25862292;Volksbank Uelzen-Salzwedel;28
25863489;Volksbank Osterburg-Lüchow-Dannenberg;28
25891483;Volksbank Osterburg-Lüchow-Dannenberg -alt-;28
25891636;Volksbank Lüneburger Heide -alt-;28
25900000;Bundesbank eh Hildesheim;09
25910111;SEB;13
25930000;UniCredit Bank - HypoVereinsbank (ex VereinWest);68
25940033;Commerzbank;13
25950001;Stadtsparkasse Hildesheim -alt-;B1
25950130;Sparkasse Hildesheim;B1
25960192;Bankhaus Hallbaum;C3
25970024;Deutsche Bank Privat und Geschäftskunden;63
25970074;Deutsche Bank;63
25971024;Deutsche Bank Privat und Geschäftskunden;63
25971071;Deutsche Bank;63
25980027;Commerzbank vormals Dresdner Bank;76
25990011;Volksbank Hildesheim;28
25991528;Volksbank Hildesheimer Börde;28
25991911;Volksbank Sarstedt -alt-;28
26000000;Bundesbank;09
26010111;SEB;13
26030000;UniCredit Bank - HypoVereinsbank (ex VereinWest);68
26040030;Commerzbank;13
26050001;Sparkasse Göttingen;00
26051260;Sparkasse Duderstadt;00
26051450;Kreis- und Stadtsparkasse Münden;00
26060184;Bankhaus Hallbaum;C3
26061291;Volksbank Mitte;48
26061556;Volksbank;28
26062433;VR-Bank in Südniedersachsen;32
26062575;Raiffeisenbank;28
26070024;Deutsche Bank Privat und Geschäftskunden;63
26070072;Deutsche Bank;63
26080024;Commerzbank vormals Dresdner Bank;76
26090050;Volksbank Göttingen;28
26240039;Commerzbank;13
26250001;Kreis-Sparkasse Northeim;00
26251425;Sparkasse Einbeck;00
26261396;Volksbank Dassel;28
26261492;Volksbank Einbeck;28
26261693;Volksbank Solling;28
26271424;Deutsche Bank Privat und Geschäftskunden;63
26271471;Deutsche Bank;63
26280020;Commerzbank vormals Dresdner Bank;76
26281420;Commerzbank vormals Dresdner Bank;76
26340056;Commerzbank;13
26341072;Commerzbank;13
26350001;Stadtsparkasse Osterode;00
26351015;Sparkasse Osterode am Harz;00
